Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,183.429993,183.509995,179.199997,180.729996,179.281570,75040000
2019-08-06,182.399994,183.800003,181.070007,183.259995,181.791306,41897200
2019-08-07,181.270004,184.509995,179.889999,184.250000,182.773376,49990600
2019-08-08,185.080002,188.320007,184.570007,188.259995,186.751236,38418100
2019-08-09,187.360001,188.000000,185.029999,186.490005,184.995422,33608900
2019-08-12,185.339996,185.899994,183.500000,184.350006,182.872574,24642900
2019-08-13,184.190002,189.679993,184.020004,188.389999,186.880203,40241900
2019-08-14,185.360001,185.949997,182.419998,182.759995,181.295303,51000500
2019-08-15,183.000000,183.589996,181.160004,182.550003,181.086975,36685000
2019-08-16,184.210007,185.949997,184.100006,185.479996,183.993515,32781400
2019-08-19,188.160004,188.830002,187.500000,188.429993,186.919861,22494100
2019-08-20,187.960007,188.639999,186.919998,186.970001,185.471573,19902900
2019-08-21,188.610001,189.229996,187.960007,188.630005,187.118286,20418500
2019-08-22,188.979996,189.460007,186.539993,188.020004,186.513168,24243700
2019-08-23,186.740005,188.449997,181.559998,182.070007,180.610855,55372400
2019-08-26,184.139999,184.869995,183.080002,184.820007,183.338821,27598900
2019-08-27,186.110001,186.419998,183.710007,184.429993,182.951920,28012800
2019-08-28,183.830002,185.399994,182.910004,185.089996,183.606628,21792400
2019-08-29,187.389999,188.460007,186.679993,187.919998,186.413940,25358900
2019-08-30,188.929993,188.970001,186.410004,187.470001,185.967590,26319800
2019-09-03,186.220001,187.179993,185.029999,185.649994,184.162155,27964200
2019-09-04,187.440002,188.490005,186.899994,188.330002,186.820679,21592100
2019-09-05,190.410004,192.330002,190.339996,191.779999,190.243027,33932600
2019-09-06,192.100006,192.169998,191.169998,191.589996,190.054550,19487800
2019-09-09,192.190002,192.270004,190.220001,191.190002,189.657745,24407600
2019-09-10,190.160004,190.740005,188.910004,190.639999,189.112167,23744700
2019-09-11,191.000000,192.529999,190.559998,192.429993,190.887817,25063600
2019-09-12,193.610001,194.710007,192.970001,193.229996,191.681396,28689900
2019-09-13,192.949997,193.399994,192.289993,192.539993,190.996918,27669800
2019-09-16,191.300003,192.080002,191.110001,191.679993,190.143814,20319000
2019-09-17,191.699997,192.600006,191.289993,192.600006,191.056458,20953400
2019-09-18,192.199997,192.600006,190.110001,192.520004,190.977097,29781300
2019-09-19,192.860001,194.039993,192.470001,192.839996,191.294540,26039400
2019-09-20,193.110001,193.309998,190.160004,190.800003,189.270874,29086100
2019-09-23,190.360001,191.070007,189.720001,190.500000,189.354370,22485900
2019-09-24,191.369995,191.789993,187.149994,187.970001,186.839584,40820700
2019-09-25,187.779999,190.580002,186.210007,190.080002,188.936905,34704900
2019-09-26,189.830002,190.000000,187.979996,189.380005,188.241104,26826000
2019-09-27,189.729996,189.830002,185.750000,187.029999,185.905228,40773500
2019-09-30,187.789993,189.110001,187.399994,188.809998,187.674515,26307700
2019-10-01,189.500000,190.589996,186.960007,187.270004,186.143784,32367600
2019-10-02,186.000000,186.029999,183.020004,184.050003,182.943161,48544300
2019-10-03,184.029999,186.210007,181.820007,186.070007,184.951019,39392500
2019-10-04,187.080002,189.080002,186.880005,188.809998,187.674515,31887600
2019-10-07,188.270004,189.740005,187.910004,188.240005,187.107956,21216000
2019-10-08,187.059998,187.860001,185.270004,185.419998,184.304916,32379300
2019-10-09,186.990005,188.080002,186.429993,187.229996,186.104034,20147400
2019-10-10,187.279999,189.429993,187.119995,188.679993,187.545303,25177700
2019-10-11,190.830002,192.630005,190.720001,191.110001,189.960709,40976700
2019-10-14,190.839996,191.699997,190.649994,191.089996,189.940826,14975000
2019-10-15,191.679993,193.970001,191.559998,193.520004,192.356201,23234200
2019-10-16,192.860001,193.529999,192.429993,193.039993,191.879089,20457100
2019-10-17,194.199997,194.500000,192.809998,193.550003,192.386032,19045200
2019-10-18,193.199997,193.669998,190.710007,191.690002,190.537231,27700800
2019-10-21,192.710007,193.520004,192.139999,193.389999,192.226990,15801200
2019-10-22,194.149994,194.419998,191.789993,191.850006,190.696243,22392300
2019-10-23,191.460007,192.259995,191.149994,192.220001,191.064026,14828400
2019-10-24,193.589996,194.210007,192.740005,194.089996,192.922760,18998500
2019-10-25,193.089996,195.740005,193.050003,195.639999,194.463455,21507100
2019-10-28,196.550003,197.830002,196.550003,197.570007,196.381866,18818700
2019-10-29,197.240005,197.539993,196.009995,196.039993,194.861053,18569700
2019-10-30,196.419998,197.320007,195.289993,196.990005,195.805359,21764300
2019-10-31,197.559998,197.649994,195.940002,197.080002,195.894791,26801800
2019-11-01,197.929993,198.880005,197.630005,198.869995,197.674042,22131900
2019-11-04,200.190002,200.529999,198.869995,200.100006,198.896652,19015900
2019-11-05,200.350006,200.550003,199.550003,200.210007,199.005981,15048900
2019-11-06,199.979996,200.000000,198.789993,199.759995,198.558670,19725500
2019-11-07,200.759995,201.720001,199.850006,200.429993,199.224640,17832400
2019-11-08,200.070007,201.250000,199.539993,201.229996,200.019836,15258800
2019-11-11,200.210007,201.039993,199.940002,200.960007,199.751480,10147600
2019-11-12,201.130005,202.210007,200.820007,201.539993,200.327972,14778300
2019-11-13,200.839996,201.779999,200.710007,201.589996,200.377670,15774600
2019-11-14,200.830002,201.559998,200.220001,201.429993,200.218613,16945400
2019-11-15,202.649994,202.910004,202.000000,202.910004,201.689743,18427900
2019-11-18,202.589996,203.389999,201.770004,203.070007,201.848785,18365900
2019-11-19,203.839996,203.839996,202.589996,203.369995,202.146973,16923300
2019-11-20,202.839996,203.449997,200.619995,202.149994,200.934280,36629000
2019-11-21,201.929993,202.070007,201.070007,201.699997,200.487015,17883600
2019-11-22,202.199997,202.320007,200.740005,201.830002,200.616241,17189600
2019-11-25,202.699997,204.259995,202.669998,204.220001,202.991852,17752800
2019-11-26,204.350006,204.869995,204.050003,204.610001,203.379517,14780600
2019-11-27,205.139999,206.050003,204.889999,206.039993,204.800903,16963100
2019-11-29,205.520004,205.830002,205.000000,205.100006,203.866577,9854600
